Time,isbA,isbB,isbC,vsbA,vsbB,vsbC,isbARmsValue,isbBRmsValue,isbCRmsValue,vsbARmsValue,vsbBRmsValue,vsbCRmsValue,isbATrapAreaSum,isbBTrapAreaSum,isbCTrapAreaSum,vsbATrapAreaSum,vsbBTrapAreaSum,vsbCTrapAreaSum,t,GooseTimestamp,SqNum,StNum,cbStatus,frameLen,ethDst,ethSrc,ethType,gooseTimeAllowedtoLive,gooseAppid,gooseLen,TPID,gocbRef,datSet,goID,test,confRev,ndsCom,numDatSetEntries,APDUSize,protocol,stDiff,sqDiff,gooseLengthDiff,cbStatusDiff,apduSizeDiff,frameLengthDiff,timestampDiff,tDiff,timeFromLastChange,delay,class
1091.2385,-0.039044403,-0.04286547,0.07945546,-0.04215755,0.09747338,-0.055314906,0.04684892831211656,0.05063420602546194,0.050901428761993155,0.06776262307843915,0.0674328133847062,0.067753363780348,-39.51321279084099,-39.70544428162967,-39.280519594479124,-39.47740430568342,-39.546721635216244,-39.47587252783717,383.6401146653308,1091.2387052676625,1.0,122.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-5850.0,-80.0,0.0,1.0,0.0,0.0,0.1161658156950125,-805.9198571079074,707.5985906023317,0.00017987703745347972,poisoned_high_rate
2613.61,0.25436997,-0.28096694,-0.03350829,-0.08748331,-0.01814559,0.090787925,0.7780143979206396,0.1091897218194389,0.3770368594196578,0.0614375147192976,0.0673399857262746,0.0681177778482512,-41.13982309913263,-39.64955116552301,-37.71586229847162,-39.58456321130507,-39.45204818982165,-39.52421389700612,2613.60631,2613.61031,2.0,287.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999054,0.00020257812502677552,grayhole
4164.551,0.5327221,0.08228421,-0.33263725,0.08614761,-0.01988657,-0.074052736,0.945089388099316,0.2670168475755305,0.2469289602151711,0.0646171200176775,0.06578157811504,0.0704946162705796,-76.80152964126319,-29.246393404027916,-29.51491251710104,-39.03831081575481,-39.65347061877401,-39.62751106469659,2845.60631,4164.55097593945,16.0,275.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0033528364301673,0.0,1318.9446659394498,0.0001946894499269547,inverse_replay
1688.0143,0.024797367,0.04229873,-0.066042066,0.01733807,-0.03202033,0.014680162,0.0142910568234415,0.0256666211725705,0.033056095836346,0.0139779647971168,0.0152242603494439,0.0123945123497145,-38.75249307476079,-38.33081004873016,-41.4035860086784,-39.51286192100287,-39.874011188101406,-39.11321256751114,1688.00631,1688.0143099999998,3.0,40.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0039999999999054,0.0,0.0079999999998108,2.777343729576387e-05,masquerade_fake_fault
58947.773,0.034577403,-0.14984825,0.0679546,-0.09644909,0.03422999,0.062022448,0.1087733843490688,0.1065974824012469,0.0744807918651921,0.0680666007027418,0.0682469140018546,0.0680247469564898,-39.02681092712737,-39.58366771278088,-40.069592472398654,-39.47031577523012,-39.51641378828208,-39.51428920886247,383.6401146653308,58947.77412177519,1.0,9773.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,1.0,0.0,0.0,0.0,0.0,0.0,6.43809128247085,0.0,58564.13400710986,0.000684275189996697,poisoned_high_rate
4681.31,0.06615806,-0.051709633,-0.013383787,-0.07067566,-0.020901818,0.091554984,0.0491057517942654,0.0538205719606436,0.0529748740995306,0.067928644500911,0.0680712402599028,0.0678567152535088,-39.59176415350521,-39.56854587851558,-39.340126456925645,-39.47595968906535,-39.49533316359157,-39.52870458149118,4646.60631,4681.310545659758,39.0,499.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-58974.0,7.0,0.0,0.0,0.0,0.0,0.258738250126953,-34.44549740963066,34.704235659757614,0.000487066007735848,grayhole
3560.286,-0.07230226,0.039889023,0.030821878,0.052847117,0.0434812,-0.09630822,0.0498072171165065,0.0554363831659289,0.0543706107923941,0.067978181925048,0.0679507833180125,0.0677766593951137,-39.34637669456424,-39.53240363029181,-39.62038080341881,-39.51216874018428,-39.51856550184311,-39.46926820225781,3555.00631,3560.2859459202605,10.0,137.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,115.0,-37.0,0.0,0.0,0.0,0.0,0.0100079442199785,57.086769051287774,5.279635920260262,5.724838547394029e-05,masquerade_fake_fault
3019.071,-0.02487752,-0.03961701,0.06228905,-0.0031125997,0.08460887,-0.0814861,0.0439219008573387,0.0443011201149718,0.0513699931349977,0.0682390515738713,0.0680574461845088,0.0673903689942607,-39.68438771134242,-41.12462479050737,-37.69185088327504,-39.558327795384685,-39.53451593028876,-39.407222534006,3018.880148889378,3019.0711488893776,5.0,1689.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-57666.0,-63.0,0.0,0.0,0.0,0.0,0.0077202386296448,62.91759264000211,0.1909999999998035,0.0001039675025822362,masquerade_fake_normal
989.9028,-0.122756995,0.12817532,0.0075802235,0.04406757,0.05289714,-0.0964885,0.108257243680805,0.107822452611019,0.0740691633815296,0.0682087304727009,0.0682523690906174,0.0677122046987975,-38.98335700953612,-39.71950428781565,-39.68970424018335,-39.52138396829832,-39.51543092369684,-39.46325541875558,983.60631,989.902883386508,11.0,85.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.296573386508044,0.00011239041430144424,grayhole
2617.5103,-0.41993943,0.049291953,0.095885225,-0.057277124,-0.02417631,0.0948415,0.2299429421382921,0.0914069981641722,0.0687627626143216,0.0546496631272067,0.0663031910319636,0.0648391620318497,-34.64832082725479,-42.42204476206098,-42.46080869110301,-38.976911804056726,-39.68695661122001,-39.72786280652508,2617.50631,2617.51031,2.0,266.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999054,5.6093750117724994e-05,normal
24136.03,0.024695542,0.0058091637,-0.028992934,0.018454574,-0.057676785,0.03921432,0.0344545369120907,0.0450060784001923,0.0359068355461761,0.0293341475568009,0.0299119589236018,0.0321063020382397,-40.91323099724832,-37.37438945537724,-40.21344118975685,-39.86586600017108,-39.42999563564081,-39.20418602353311,3566.4218716675937,24136.02980380772,1.0,3436.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,1.0,0.0,0.0,0.0,0.0,0.0,5.047727560602652,0.0,20569.607932140123,0.0005069327162345871,poisoned_high_rate
4518.5234,-0.20796598,-0.07986265,0.054582864,-0.048552193,0.07348049,-0.0077849412,0.269778769557088,0.1090344649116882,0.0659632232619993,0.0513653993766805,0.0614190242022322,0.0688186058134925,-47.62517197462148,-35.187941614422016,-35.241590321063995,-39.48463815715513,-39.50324774026194,-39.47387366066687,4616.961150521939,4518.5237182006695,33.0,54701.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,54218.0,22.0,0.0,1.0,0.0,0.0,0.0939392463960757,105.35484052193895,-98.43743232126964,0.0002807006694638403,high_StNum
5067.014,0.024797367,0.04229873,-0.066042066,0.01733807,-0.03202033,0.014680162,0.0142910568234415,0.0256666211725705,0.033056095836346,0.0139779647971168,0.0152242603494439,0.0123945123497145,-38.75249307476079,-38.33081004873016,-41.4035860086784,-39.51286192100287,-39.874011188101406,-39.11321256751114,5052.60631,5067.014338969105,19.0,493.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-8.0,2.0,0.0,0.0,0.0,0.0,0.0097861316944545,-2.0,14.408028969104636,0.00017881285475596087,normal
5250.493,0.06344359,-0.05571119,-0.0068379855,-0.07611861,-0.013259031,0.08935463,0.0492808560989623,0.0535890291085187,0.0530752907828779,0.0678090964239845,0.0680051530824427,0.0677610297118614,-39.609029106097296,-39.42144678976911,-39.46973152043938,-39.47256844124058,-39.49597463326063,-39.53144957960467,5242.60631,5250.493402724878,12.0,553.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,545.0,-4.0,0.0,0.0,0.0,0.0,0.1527710659665899,-7.73432165891154,7.88709272487813,0.00023866237825131972,random_replay
6410.741,-0.025022853,-0.12213524,0.09485185,-0.09502685,0.0554507,0.03989014,0.1092507140668487,0.1091167723388596,0.0733540021107204,0.0681309029616671,0.0684456054230547,0.0679384019541842,-38.801812095945934,-39.72519605630077,-39.7933653537184,-39.46006418846264,-39.52789712505182,-39.51305917877471,6410.741385768959,6410.741385768959,1.0,1663.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,1223.0,-3.0,0.0,1.0,0.0,0.0,0.0063099999997575,2399.2350757689587,0.0,0.00017483145893493202,masquerade_fake_normal
3098.955,-0.14207186,0.026796717,0.087934025,-0.036708932,0.09604059,-0.05884656,0.1076042039813883,0.1078243749220494,0.0729447365485673,0.06818910340088,0.0679935707422839,0.067941344031159,-38.980946523253806,-39.70680701197125,-39.43565433105687,-39.48535578890005,-39.5356796841661,-39.47914803549065,3092.60631,3098.955178839868,11.0,347.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0699383169412612,0.0,6.348868839867464,0.00010071486758533864,random_replay
38158.227,0.060848508,-0.010129374,-0.048670225,-0.019534176,-0.07110341,0.09062367,0.0503225392118764,0.0552793698951233,0.0551032913222704,0.0681099180157504,0.0680206169024842,0.0679531156825527,-39.557590937416535,-39.30802778137149,-39.63502585090464,-39.49508390840492,-39.48416148952674,-39.52075386450269,383.6401146653308,38158.23037619755,1.0,6298.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,1.0,0.0,0.0,0.0,0.0,0.0,7.09872141485539,0.0,37774.59026153222,0.0038136975490488,poisoned_high_rate
6025.648,0.05826487,0.06266608,-0.103111885,0.07477341,-0.08997508,0.014602283,0.1118304805824701,0.1109826987235274,0.0740337920391067,0.0678196689682928,0.0681268675801592,0.0680509581683829,-39.199684743070975,-39.54602771671489,-41.16453335495317,-39.59548305114731,-39.42349109715724,-39.48573956114706,5966.60631,6025.648032350453,62.0,625.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,38.0,58.0,0.0,0.0,0.0,0.0,0.008722350453354,-59.0,59.0417223504528,8.313170292240102e-05,random_replay
5733.4517,-0.066312775,0.054788616,0.010555648,0.074082844,0.01641893,-0.09047893,0.0492340307069515,0.0538029885291339,0.0531033641965487,0.067827773621962,0.0680057216906664,0.0677616951494054,-39.483457200502016,-39.54711069737096,-39.469036344322376,-39.52589695341885,-39.505240279308055,-39.46886986088066,4011.50631,5733.45182556993,4.0,440.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-187.0,-41.0,0.0,1.0,0.0,0.0,0.0157445943004859,-1681.1,1721.9455155699302,0.00016541368040634552,inverse_replay
1464.5408,-0.33393106,-0.003259033,0.11534215,-0.06700053,0.060495485,0.011643416,0.3721433226595309,0.0771447464113959,0.0824714104312421,0.0526480033505081,0.0617420206004995,0.0688930645631419,-35.19416994974017,-41.654611998354085,-41.64926097664284,-39.41012532834429,-39.56646979356447,-39.547044753679074,421.50631,1464.5409813518968,3.0,34.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-61956.0,-75.0,0.0,0.0,0.0,0.0,0.030043146236494,-1160.2346172760197,1043.0346713518968,0.0002098675217894197,inverse_replay
3982.4836,-0.045384057,0.07525178,-0.029579487,0.09540755,-0.03431821,-0.061066628,0.0492740896972648,0.0535210190795601,0.0531847290725311,0.0676579320225249,0.0679388925003441,0.0678691058238175,-39.55251913302345,-39.51273335155565,-39.43478156521451,-39.53578688768903,-39.48639971559169,-39.4778227036586,3982.475789149624,3982.483789149624,3.0,192.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0039999999999054,0.0,0.0079999999998108,0.00014657149904451217,masquerade_fake_normal
51334.176,0.07933069,-0.038995426,-0.038598746,-0.049472746,-0.049109343,0.09855892,0.046839540673615,0.0516531635150015,0.0497281099648485,0.0675926969087469,0.0676160702233069,0.0672389134106663,-39.40510923959664,-40.06039140332723,-39.03644171307678,-39.473864721658174,-39.47383824107237,-39.55227853561519,383.6401146653308,51334.1774076345,1.0,8496.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,1.0,0.0,0.0,0.0,0.0,0.0,6.913547755058971,0.0,50950.53729296917,0.0016263845027424,poisoned_high_rate
2840.3796,0.051707447,0.02214941,-0.07144468,0.022950629,-0.09287183,0.06991578,0.0492839209139167,0.0538335800736037,0.0527505020750732,0.0679436540147288,0.0676612470859189,0.067780557103738,-39.509961603384,-39.57672800766159,-39.41426458372735,-39.50744430645864,-39.46413158674113,-39.52842157025589,2829.00631,2840.3796678423314,16.0,99.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,65.0,13.0,0.0,0.0,0.0,0.0,0.3120196981544723,2407.5,11.373357842331188,2.917045640060678e-05,masquerade_fake_fault
4564.4307,0.027613206,0.04931959,-0.0746847,0.056962464,-0.095882915,0.03892472,0.0491425235289843,0.053598450644879,0.0527754695998554,0.067912813676287,0.0677222223721737,0.0679733770309271,-39.48773069451272,-39.490426082513295,-39.52247650138452,-39.51964018108265,-39.46644014643971,-39.51392141642282,4551.00631,4564.430818652314,18.0,194.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,149.0,-45.0,0.0,0.0,0.0,0.0,0.0198018708942981,-110.6807566770849,13.424508652314216,0.00015458981397387106,masquerade_fake_fault
2427.1987,-0.0026606643,0.065751,-0.06140033,0.08860883,-0.081815355,-0.006778407,0.049386885416432,0.0536530164642054,0.0514061094863515,0.0673753075551165,0.0675312381696511,0.0678571644565608,-39.79432925576111,-39.53522789641284,-39.17235761764459,-39.5519238805864,-39.46207378740655,-39.48602597397985,421.50631,2427.1989144774693,3.0,34.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-197.0,-19.0,0.0,1.0,0.0,0.0,0.0990279465913772,-1988.1,2005.692604477469,0.0001840087193158979,inverse_replay
2700.639,-0.100693054,-0.015082119,0.06743267,-0.053658754,0.09377394,-0.040844806,0.1187919178809775,0.1150867626094944,0.0779295760707933,0.0684669180737923,0.068426919046432,0.0675917078214673,-38.70045530470088,-39.758870653109625,-41.23367647526902,-39.515523940557614,-39.52848969458137,-39.4820533907623,2799.0763982683643,2700.6390709105194,14.0,47251.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,47160.0,-7.0,0.0,0.0,0.0,0.0,0.1100811189430714,115.07008826836407,-98.43732735784488,0.00015489489442188642,high_StNum
2113.006,0.004131233,0.013525228,-0.017832652,-0.0011620471,0.007785252,-0.0066183577,0.0142910568234415,0.0256666211725705,0.033056095836346,0.0139779647971168,0.0152242603494439,0.0123945123497145,-38.75249307476079,-38.33081004873016,-41.4035860086784,-39.51286192100287,-39.874011188101406,-39.11321256751114,2113.00631,2113.00631,1.0,60.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-165.0,-16.0,0.0,1.0,0.0,0.0,0.0158967837905947,12.400000000000093,0.0,0.00020648437521231244,masquerade_fake_fault
2199.5142,-0.28036746,0.17894022,0.07553456,0.017640954,-0.08814614,0.045634966,0.2995460167393482,0.1088988920982505,0.0728681057583845,0.0552189498352325,0.0635045107370654,0.0677903861113983,-42.96587281822576,-40.27664849127177,-40.15999104594812,-39.46557888202369,-39.48915673023112,-39.536757833790034,2199.50631,2199.51431,3.0,220.0,1.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0039999999999054,0.0,0.0079999999998108,0.00014984375002313757,grayhole
6298.0874,-0.05510111,0.0064730295,0.046601564,-0.0050552185,0.081611745,-0.076553494,0.0652345157161193,0.0725646461250398,0.0665481197156523,0.0683644520156551,0.0685591718724522,0.0681472285981495,-38.058941092924215,-39.71186293737264,-40.728537998569664,-39.5404243094963,-39.46791465661954,-39.49168989248574,6280.60631,6298.08750854037,22.0,619.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.481198540370315,0.00010619662043609424,normal
5654.755,-0.13447076,0.03414282,0.0741436,-0.033923887,0.095640905,-0.06153526,0.1098086310099458,0.1079772208874859,0.0745583064833559,0.0683103912904696,0.0678142119353857,0.0681005281714472,-38.930682791396976,-39.69873828324489,-39.75802270451095,-39.487547341959726,-39.530732860963326,-39.48169870395213,5640.60631,5654.755198554037,14.0,579.0,0.0,200.0, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000.0, 0x00003001,186.0, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1.0, FALSE,25.0,186.0, GOOSE,-67823.0,-84.0,0.0,0.0,0.0,0.0,0.0055048980866558,-111.41943355161492,14.148888554036605,0.0003157415367240901,random_replay
